"Geneid","Chr","Start","End","Strand","Length","conA_rep1_sorted.bam","conA_rep2_sorted.bam","conB_rep1_sorted.bam","conB_rep2_sorted.bam","WT1_rpm","WT2_rpm","WT3_rpm","WT4_rpm","Matched_Gene","RPKM_WT1","RPKM_WT2","RPKM_WT3","RPKM_WT4"
"YPL189C-A","NC_001148.4","188307","188513","-",207,40,31,33,29,55.568753134425,38.0582905689101,52.2031302895217,32.1746038085855,2.798,19.8601690973642,13.6019623191244,18.657301747506,11.4991436056417
"YPL189W","NC_001148.4","189154","190983","+",1830,7,1,2,12,9.72453179852437,1.22768679254549,3.16382607815283,13.3136291621733,1.838,5.29082252368029,0.667947112375128,1.72134171825508,7.24354143752629
"YPL188W","NC_001148.4","191406","192650","+",1245,75,45,35,50,104.191412127047,55.2459056645469,55.3669563676746,55.4734548423888,1.145,90.9968664865038,48.2496992703466,48.3554204084494,48.4484321767588
"YPL187W","NC_001148.4","193648","194145","+",498,1,0,1,0,1.38921882836062,0,1.58191303907642,0,0.401,3.46438610563747,0,3.94492029694867,0
"YPL186C","NC_001148.4","194512","195426","-",915,182,163,59,68,252.837826761634,200.112947184914,93.3328693055085,75.4438985856488,1.082,233.676364844393,184.947270965725,86.259583461653,69.726338803742
"YPL184C","NC_001148.4","195950","197788","-",1839,92,90,77,87,127.808132209177,110.491811329094,121.807304008884,96.5238114257565,2.408,53.0764668642763,45.8853037080954,50.584428575118,40.0846392964105
"YPL183W-A","NC_001148.4","199095","199376","+",282,29,25,17,13,40.2873460224581,30.6921698136371,26.8925216642991,14.4230982590211,0.206,195.569640885719,148.99111560018,130.546221671355,70.0150400923354
"YPL183C","NC_001148.4","199495","202536","-",3042,16,18,51,77,22.22750125377,22.0983622658187,80.6775649928972,85.4291204572788,1.829,12.1528164318043,12.0822100961283,44.1102050261877,46.7081030384247
"YPL181W","NC_001148.4","203421","204941","+",1521,123,92,92,120,170.873915888357,112.947184914185,145.53599959503,133.136291621733,1.244,137.35845328646,90.7935570049716,116.990353372211,107.0227424612
"YPL180W","NC_001148.4","205248","207647","+",2400,87,59,49,66,120.862038067374,72.4335207601837,77.5137389147444,73.2249603919532,0.497,243.183175185864,145.741490463146,155.963257373731,147.333924329886
"YPL179W","NC_001148.4","208157","209806","+",1650,125,128,94,146,173.652353545078,157.143909445822,148.699825673183,161.982488139775,0.914,189.991634075578,171.929879043569,162.691275353592,177.223728818135
"YNCP0004C","NC_001148.4","210192","210263","-",72,0,0,0,0,0,0,0,0,1.838,0,0,0,0
"YPL178W","NC_001148.4","212158","212784","+",627,58,62,52,84,80.5746920449162,76.1165811378201,82.2594780319736,93.1954041352132,0.281,286.742676316428,270.877512945979,292.738355985671,331.656242474068
"YPL177C","NC_001148.4","213042","213962","-",921,87,74,83,119,120.862038067374,90.8488226483659,131.298782243343,132.026822524885,3.041,39.7441756222869,29.874653945533,43.1761862030064,43.415594385033
"YPL176C","NC_001148.4","216012","218363","-",2352,79,80,64,100,109.748287440489,98.2149434036389,101.242434500891,110.946909684778,1.52,72.2028206845325,64.6150943444992,66.6068648032175,72.9913879505116
"YPL175W","NC_001148.4;NC_001148.4","218630;218747","218646;220088","+;+",1359,15,18,23,34,20.8382824254094,22.0983622658187,36.3839998987576,37.7219492928244,2.399,8.68623694264667,9.2114890645347,15.1663192575063,15.7240305514066
"YPL174C","NC_001148.4","220167","222773","-",2607,27,21,14,18,37.5089083657369,25.7814226434552,22.1467825470698,19.97044374326,1.649,22.7464574686094,15.6345801355095,13.430432108593,12.1106390195634
"YPL173W","NC_001148.4","223143","224036","+",894,45,56,36,44,62.5148472762281,68.7504603825472,56.948869406751,48.8166402613022,0.071,880.490806707438,968.316343416158,802.09675220776,687.558313539467
"YPL172C","NC_001148.4","224353","225741","-",1389,45,29,13,19,62.5148472762281,35.6029169838191,20.5648695079934,21.0799128401078,0.626,99.8639732847094,56.8736693032254,32.8512292459959,33.6739821726961
"YPL171C","NC_001148.4","226169","227371","-",1203,85,35,7,11,118.083600410653,42.969037739092,11.0733912735349,12.2041600653255,0.92,128.351739576797,46.7054758033609,12.0362948625379,13.2653913753538
"YPL170W","NC_001148.4","228314","228772","+",459,48,63,41,43,66.68250376131,77.3442679303656,64.8584346021331,47.7071711644544,2.351,28.3634639563207,32.8984550958595,27.5875944713454,20.2922888832218
"YPL169C","NC_001148.4","229039","230838","-",1800,65,105,80,119,90.2992238434406,128.907113217276,126.553043126113,132.026822524885,1.458,61.9336240352816,88.4136578993663,86.7990693594741,90.5533762173425
"YPL168W","NC_001148.4","231217","232509","+",1293,31,30,24,37,43.0657836791794,36.8306037763646,37.965912937834,41.0503565833677,2.606,16.5256268914733,14.1330022165635,14.5686542355464,15.7522473458817
"YPL167C","NC_001148.4","232593","237107","-",4515,29,17,20,41,40.2873460224581,20.8706754732733,31.6382607815283,45.4882329707588,0.893,45.1146092076799,23.3714171033295,35.4291834059668,50.9386707399315
"YPL166W","NC_001148.4","237338","237979","+",642,23,15,18,15,31.9520330522944,18.4153018881823,28.4744347033755,16.6420364527166,1.388,23.020196723555,13.2675085649728,20.514722408772,11.9899398074327
"YPL165C","NC_001148.4","237956","239077","-",1122,37,45,14,43,51.4010966493431,55.2459056645469,22.1467825470698,47.7071711644544,1.202,42.7629755818162,45.9616519671771,18.4249438827536,39.6898262599454
"YPL164C","NC_001148.4","239350","241497","-",2148,91,52,44,51,126.418913380817,63.8397132123653,69.6041737193623,56.5829239392366,0.458,276.023828342395,139.388020114335,151.974178426555,123.543502050735
"YPL163C","NC_001148.4","241918","242700","-",783,84,55,35,89,116.694381582292,67.5227735900017,55.3669563676746,98.7427496194521,1.799,64.8662487950486,37.5335039410793,30.7765182699692,54.8875762198177
"YPL162C","NC_001148.4","243206","244027","-",822,40,21,21,30,55.568753134425,25.7814226434552,33.2201738206047,33.2840729054333,1.292,43.0098708470782,19.9546614887424,25.7122088394773,25.7616663354747
"YPL161C","NC_001148.4","244319","246220","-",1902,37,36,38,56,51.4010966493431,44.1967245316375,60.1126954849038,62.1302694234755,4.514,11.3870395767264,9.79103334772651,13.3169462749012,13.7639054992192
"YPL160W","NC_001148.4","246990","250262","+",3273,195,505,399,660,270.897671530322,619.98183023547,631.18330259149,732.249603919532,0.641,422.617272278193,967.210343581077,984.685339456302,1142.35507631752
"YPL159C","NC_001148.4","250907","251668","-",762,62,30,27,49,86.1315673583587,36.8306037763646,42.7116520550632,54.363985745541,1.121,76.8345828352888,32.855132717542,38.1013845272643,48.4959730111874
"YPL158C","NC_001148.4","252034","254310","-",2277,78,94,41,68,108.359068612129,115.402558499276,64.8584346021331,75.4438985856488,2.147,50.4699900382528,53.7506094547162,30.2088656740256,35.1392168540516
"YPL157W","NC_001148.4","254814","255761","+",948,13,13,25,18,18.0598447686881,15.9599283030913,39.5478259769104,19.97044374326,0.782,23.0944306504963,20.4091154770989,50.5726674896552,25.537651845601
"YPL156C","NC_001148.4","255913","256767","-",855,29,23,35,20,40.2873460224581,28.2367962285462,55.3669563676746,22.1893819369555,0.821,49.0710670188284,34.3931744562073,67.4384365014306,27.0272617989714
"YPL155C","NC_001148.4","257216","259336","-",2121,60,40,37,49,83.3531297016375,49.1074717018194,58.5307824458274,54.363985745541,1.901,43.8469909003879,25.832441715844,30.7894699872843,28.5975727225361
"YPL154C","NC_001148.4","259714","260931","-",1218,880,769,361,382,1222.51256895735,944.091143467479,571.070607106586,423.817194995851,3.272,373.628535744911,288.536413040183,174.532581634042,129.528482578194
"YPL153C","NC_001148.4","261727","264192","-",2466,11,8,15,22,15.2814071119669,9.82149434036389,23.7286955861462,24.4083201306511,0.761,20.0806926569867,12.9060372409512,31.180940323451,32.0740080560461
"YPL152W-A","NC_001148.4","264602","264700","+",99,0,0,0,0,0,0,0,0,2.276,0,0,0,0
"YPL152W","NC_001148.4","265028","266104","+",1077,52,50,31,48,72.2393790747525,61.3843396272743,49.0393042113689,53.2545166486933,0.947,76.282343267954,64.8197884131724,51.7838481640643,56.2349700619781
"YPL151C","NC_001148.4","266180","267535","-",1356,42,28,31,45,58.3471907911462,34.3752301912736,49.0393042113689,49.9261093581499,0.854,68.3222374603586,40.2520259850979,57.4230728470362,58.4614863678571
"YPL150W","NC_001148.4","268188","270893","+",2706,84,72,54,59,116.694381582292,88.393449063275,85.4233041101265,65.4586767140188,2.12,55.0445196142889,41.6950231430542,40.2940113727012,30.8767342990655
"YPL149W","NC_001148.4","271310","272194","+",885,29,19,14,18,40.2873460224581,23.3260490583642,22.1467825470698,19.97044374326,1.217,33.1038176026772,19.1668439263469,18.1978492580689,16.4095675786853
"YPL148C","NC_001148.4","272294","272815","-",522,12,7,8,11,16.6706259403275,8.5938075478184,12.6553043126113,12.2041600653255,2.465,6.76293141595436,3.48633166240097,5.13399769274293,4.95097771412801
"YPL147W","NC_001148.4","273255","275867","+",2613,27,19,20,12,37.5089083657369,23.3260490583642,31.6382607815283,13.3136291621733,0.098,382.743962915682,238.020908758819,322.839395729881,135.853358797687
"YPL146C","NC_001148.4","276162","277529","-",1368,31,30,50,126,43.0657836791794,36.8306037763646,79.0956519538208,139.79310620282,1.076,40.0239625271184,34.2291856657663,73.5089702173056,129.919243682918
"YPL145C","NC_001148.4","278395","279699","-",1305,169,174,178,254,234.777981992946,213.617501902915,281.580520955602,281.805150599335,1.355,173.267883389628,157.65129291728,207.80850255026,207.974280885118
"YPL144W","NC_001148.4","280480","280926","+",447,18,5,10,20,25.0059389104912,6.13843396272743,15.8191303907642,22.1893819369555,2.705,9.24433970812985,2.2692916682911,5.84810735333241,8.20309868279317
"YNCP0005C","NC_001148.4","281056","281517","-",462,2,1,0,3,2.77843765672125,1.22768679254549,0,3.32840729054333,0.884,3.14302902344033,1.38878596441797,0,3.76516661826168
"YPL143W","NC_001148.4;NC_001148.4","282122;282666","282140;282970","+;+",324,205,425,741,1080,284.789859813928,521.766886831831,1172.19756195562,1198.2266245956,0.521,546.621611926925,1001.47195169257,2249.89935116243,2299.85916429098
"YPL141C","NC_001148.4","283464","286061","-",2598,56,33,38,39,77.796254388195,40.513664154001,60.1126954849038,43.2692947770633,2.612,29.7841708990027,15.5105911768763,23.0140488073904,16.565579929963
"YPL140C","NC_001148.4","287514","289034","-",1521,43,33,36,54,59.7364096195069,40.513664154001,56.948869406751,59.9113312297799,1.367,43.6989097436041,29.6369159868332,41.6597435309078,43.8268699559473
"YPL139C","NC_001148.4","289669","291051","-",1383,61,41,39,53,84.7423485299981,50.3351584943649,61.6946085239802,58.8018621329322,1.304,64.9864635966243,38.6005816674578,47.3118163527456,45.0934525559296
"YPL138C","NC_001148.4","291366","292427","-",1062,42,42,26,41,58.3471907911462,51.5628452869104,41.1297390159868,45.4882329707588,0.446,130.823297737996,115.611760732983,92.2191457757552,101.991553746096
"YPL137C","NC_001148.4","292817","296647","-",3831,53,59,85,81,73.6285979031131,72.4335207601837,134.462608321495,89.8669968446699,0.461,159.714962913477,157.122604685865,291.67593995986,194.939255628351
"YPL135W","NC_001148.4","297553","298050","+",498,81,56,88,89,112.526725097211,68.7504603825472,139.208347438725,98.7427496194521,0.848,132.696609784446,81.0736561114943,164.160787073968,116.441921721052
"YPL134C","NC_001148.4","298571","299503","-",933,82,71,37,43,113.915943925571,87.1657622707295,58.5307824458274,47.7071711644544,2.597,43.8644373991418,33.56402089747,22.5378446075577,18.370108265096
"YPL133C","NC_001148.4","299888","301228","-",1341,50,21,30,46,69.4609414180312,25.7814226434552,47.4573911722925,51.0355784549977,1.52,45.6979877750205,16.9614622654311,31.2219678765082,33.5760384572353
"YPL132W","NC_001148.4","301716","302618","+",903,60,35,19,33,83.3531297016375,42.969037739092,30.0563477424519,36.6124801959766,1.382,60.313407888305,31.0919231107757,21.7484426501099,26.4923879855113
"YPL131W","NC_001148.4","303121","304014","+",894,794,1487,2633,4030,1103.03974971834,1825.57026051514,4165.1770318882,4471.16046029654,1.061,1039.62276128024,1720.61287513208,3925.7087953706,4214.10033958204
"YPL130W","NC_001148.4","304387","305058","+",672,0,0,0,0,0,0,0,0,3.83,0,0,0,0
"YPL129W","NC_001148.4;NC_001148.4","305298;305412","305306;306137","+;+",735,63,58,73,99,87.5207861867193,71.2058339676382,115.479651852578,109.83744058793,0.497,176.098161341488,143.271295709534,232.353424250661,221.000886494829
"YPL128C","NC_001148.4","306533","308221","-",1689,52,20,30,28,72.2393790747525,24.5537358509097,47.4573911722925,31.0651347117377,0.932,77.5100633849275,26.3452101404611,50.9199476097559,33.3316896048688
"YPL127C","NC_001148.4","308828","309604","-",777,249,93,60,82,345.915488261795,114.17487170673,94.9147823445849,90.9764659415177,1.34,258.145886762534,85.2051281393509,70.8319271228246,67.8928850309833
"YPL126W","NC_001148.4","310210","312900","+",2691,43,33,68,138,59.7364096195069,40.513664154001,107.570086657196,153.106735364993,0.902,66.2266182034444,44.9153704589812,119.257302280705,169.741391757199
"YPL125W","NC_001148.4","313388","316486","+",3099,90,82,58,91,125.029694552456,100.67031698873,91.7509562664321,100.961687813148,0.893,140.010856161765,112.732717792531,102.744631877304,113.05900091058
"YPL124W","NC_001148.4","316755","317516","+",762,17,13,11,14,23.6167200821306,15.9599283030913,17.4010434298406,15.5325673558689,0.671,35.1963041462453,23.7852880821033,25.933000640597,23.1483865214141
"YPL123C","NC_001148.4","317641","318945","-",1305,106,100,44,48,147.257195806226,122.768679254549,69.6041737193623,53.2545166486933,0.839,175.515132069399,146.327388861202,82.9608745165224,63.4737981510051
"YPL122C","NC_001148.4","319226","320767","-",1542,29,27,43,42,40.2873460224581,33.1475433987281,68.0222606802859,46.5977020676066,1.688,23.8669111507453,19.63717025991,40.2975477963779,27.6052737367338
"YPL121C","NC_001148.4","320962","321630","-",669,0,0,0,2,0,0,0,2.21893819369555,0.776,0,0,0,2.85945643517468
"YPL120W","NC_001148.4","322071","323744","+",1674,26,39,33,41,36.1196895373762,47.8797849092739,52.2031302895217,45.4882329707588,2.69,13.4273938800655,17.7991765461985,19.4063681373687,16.9101237809512
"YPL119C-A","NC_001148.4","324024","324287","-",264,15,8,4,5,20.8382824254094,9.82149434036389,6.32765215630566,5.54734548423888,3.098,6.72636617992555,3.170269315805,2.04249585419808,1.79062152493185
"YPL119C","NC_001148.4","324411","326264","-",1854,34,30,15,19,47.2334401642612,36.8306037763646,23.7286955861462,21.0799128401078,0.761,62.0675954852316,48.3976396535671,31.180940323451,27.7002796847671
"YPL118W","NC_001148.4","326628","327662","+",1035,153,171,83,108,212.550480739176,209.934441525278,131.298782243343,119.82266245956,1.304,162.998834922681,160.992669881348,100.689250186612,91.8885448309508
"YPL117C","NC_001148.4","327864","328730","-",867,144,174,159,206,200.04751128393,213.617501902915,251.52417321315,228.550633950642,1.541,129.816684804627,138.622648866265,163.221397283031,148.313195295679
"YPL116W","NC_001148.4","329606","331699","+",2094,125,114,118,112,173.652353545078,139.956294350185,186.665738611017,124.260538846951,0.668,259.958613091434,209.51541070387,279.439728459606,186.018770728968
"YPL115C","NC_001148.4","332100","335486","-",3387,48,68,61,83,66.68250376131,83.482701893093,96.4966953836614,92.0859350383654,1.673,39.8580416983323,49.9000011315559,57.6788376471377,55.0423999033864
"YPL113C","NC_001148.4","335953","337143","-",1191,22,17,8,15,30.5628142239337,20.8706754732733,12.6553043126113,16.6420364527166,0.263,116.20841910241,79.3561805067424,48.1190278046058,63.2777051434093
"YPL112C","NC_001148.4","337436","338620","-",1185,45,40,37,63,62.5148472762281,49.1074717018194,58.5307824458274,69.8965531014099,1.853,33.7371005268365,26.5016037246732,31.5870385568415,37.72075180864
"YNCP0006C","NC_001148.4","338848","338919","-",72,0,0,0,0,0,0,0,0,1.034,0,0,0,0
"YPL111W","NC_001148.4","339944","340945","+",1002,36,497,102,105,50.0118778209825,610.160335895106,161.355129985794,116.494255169017,0.866,57.7504362828897,704.573136137536,186.322320999763,134.519925137432
"YPL110C","NC_001148.4","341068","344739","-",3672,57,63,68,70,79.1854732165556,77.3442679303656,107.570086657196,77.6628367793443,2.093,37.8334797976854,36.9537830532086,51.3951680158606,37.1059898611296
"YPL109C","NC_001148.4;NC_001148.4","345264;345597","345444;347389","-;-",1974,88,55,37,38,122.251256895735,67.5227735900017,58.5307824458274,42.1598256802155,3.386,36.1049193430995,19.9417523892504,17.2861141304865,12.4512184525149
"YPL108W","NC_001148.4","348446","348952","+",507,8,2,6,12,11.113750626885,2.45537358509097,9.4914782344585,13.3136291621733,1.19,9.33928624107983,2.06333914713527,7.97603212979706,11.1879236656919
"YPL107W","NC_001148.4","349119","349865","+",747,45,27,25,26,62.5148472762281,33.1475433987281,39.5478259769104,28.8461965180422,1.184,52.7997020914089,27.9962359786555,33.4018800480662,24.3633416537518
"YPL106C","NC_001148.4","350194","352275","-",2082,1091,1188,636,1006,1515.63774174144,1458.49190954404,1006.0966928526,1116.12591142886,0.071,21347.0104470626,20542.1395710428,14170.3759556704,15720.0832595615
"YPL105C","NC_001148.4","352863","355412","-",2550,183,180,170,249,254.227045589994,220.983622658187,268.925216642991,276.257805115096,1.001,253.973072517477,220.762859798389,268.656560082908,275.981823291805
"YPL104W","NC_001148.4","355700","357676","+",1977,67,54,31,38,93.0776615001618,66.2950867974562,49.0393042113689,42.1598256802155,3.671,25.3548519477423,18.0591356026849,13.3585682951155,11.4845616126983
"YPL103C","NC_001148.4","358000","359406","-",1407,41,41,26,40,56.9579719627856,50.3351584943649,41.1297390159868,44.3787638739111,2.125,26.8037515118991,23.6871334091129,19.3551713016409,20.8841241759581
"YPL101W","NC_001148.4","360209","361579","+",1371,68,48,40,67,94.4668803285225,58.9289660421833,63.2765215630566,74.334429488801,0.506,186.693439384432,116.460407197991,125.052414156238,146.905987132018
"YPL100W","NC_001148.4","361872","363362","+",1491,78,60,61,70,108.359068612129,73.6612075527291,96.4966953836614,77.6628367793443,0.746,145.253443179797,98.7415650840873,129.352138583996,104.10567932888
"YPL099C","NC_001148.4","363520","364068","-",549,21,26,15,25,29.1735953955731,31.9198566061826,23.7286955861462,27.7367274211944,2.081,14.0190271002273,15.3387105267576,11.4025447314494,13.328557146177
"YPL098C","NC_001148.4","364386","364727","-",342,71,62,44,41,98.6345368136043,76.1165811378201,69.6041737193623,45.4882329707588,2.549,38.6953851759923,29.8613499952217,27.3064628165407,17.8455209771514
"YPL097W","NC_001148.4","364952","366430","+",1479,39,39,16,36,54.1795343060644,47.8797849092739,25.3106086252227,39.9408874865199,1.976,27.4187926650123,24.2306603791872,12.8090124621572,20.2129997401417
"YPL096C-A","NC_001148.4","366529","366735","-",207,7,7,8,11,9.72453179852437,8.5938075478184,12.6553043126113,12.2041600653255,1.406,6.91645220378689,6.11223865420939,9.00092767611048,8.68005694546625
"YPL096W","NC_001148.4","366927","368018","+",1092,50,51,33,43,69.4609414180312,62.6120264198198,52.2031302895217,47.7071711644544,1.37,50.7014170934534,45.7022090655619,38.1044746638845,34.8227526747842
"YPL095C","NC_001148.4","368071","369441","-",1371,27,16,15,30,37.5089083657369,19.6429886807278,23.7286955861462,33.2840729054333,1.49,25.1737640038502,13.1832138796831,15.9252990511049,22.338303963378
"YPL094C","NC_001148.4","369839","370663","-",825,87,91,80,109,120.862038067374,111.719498121639,126.553043126113,120.932131556408,0.548,220.551164356522,203.867697302261,230.936210084148,220.679072183226
"YPL093W","NC_001148.4","370978","372921","+",1944,46,24,74,137,63.9040661045887,29.4644830210917,117.061564891655,151.997266268145,0.341,187.401953385891,86.4061085662512,343.289046603093,445.739783777552
"YPL092W","NC_001148.4","373793","375169","+",1377,23,162,21,32,31.9520330522944,198.885260392369,33.2201738206047,35.5030110991288,1.478,21.6184256104833,134.563775637597,22.4764369557542,24.0209817991399
"YPL091W","NC_001148.4","375502","376953","+",1452,219,184,146,227,304.238923410977,225.894369828369,230.959303705157,251.849484984445,0.206,1476.88797772319,1096.57461081733,1121.16166847163,1222.57031545847
"YPL090C","NC_001148.4;NC_001148.4","377291;378390","377995;378395","-;-",711,331,881,1448,2236,459.831432187367,1081.59206423257,2290.61008058265,2480.77290055163,1.091,421.477023086496,991.376777481735,2099.55094462204,2273.85233781084
"YPL089C","NC_001148.4","379120","381150","-",2031,56,44,68,69,77.796254388195,54.0182188720014,107.570086657196,76.5533676824966,1.37,56.7855871446679,39.4293568408769,78.5183114286104,55.8783705711654
"YPL088W","NC_001148.4","381965","382993","+",1029,13,19,23,30,18.0598447686881,23.3260490583642,36.3839998987576,33.2840729054333,0.824,21.9172873406409,28.3083119640343,44.1553396829582,40.3932923609627
"YPL087W","NC_001148.4","383455","384408","+",954,123,132,67,117,170.873915888357,162.054656616004,105.98817361812,129.80788433119,1.943,87.9433432261229,83.4043523499764,54.5487254853937,66.8079692903705
"YPL086C","NC_001148.4","384773","386446","-",1674,41,33,47,85,56.9579719627856,40.513664154001,74.3499128365915,94.304873232061,1.376,41.3938749729547,29.4430698793612,54.0333668870578,68.5355183372536
"YPL085W","NC_001148.4","387067","393654","+",6588,148,130,116,167,205.604386597372,159.599283030913,183.501912532864,185.281339173579,1.451,141.698405649464,109.992614080574,126.465825315551,127.692170347056
"YPL084W","NC_001148.4","394038","396572","+",2535,177,166,128,145,245.891732619831,203.796007562551,202.484869001781,160.873019042928,1.104,222.728018677383,184.597832937093,183.41020742915,145.718314350478
"YPL083C","NC_001148.4","396702","398105","-",1404,26,40,23,25,36.1196895373762,49.1074717018194,36.3839998987576,27.7367274211944,2.03,17.7929505110228,24.190872759517,17.9231526594865,13.6634125227559
"YPL082C","NC_001148.4","398480","404083","-",5604,73,43,46,91,101.412974470326,52.7905320794559,72.7679997975151,100.961687813148,1.028,98.6507533758031,51.3526576648404,70.7859920209291,98.2117585731008
"YPL081W","NC_001148.4;NC_001148.4","404950;405458","404956;406044","+;+",594,17,50,157,306,23.6167200821306,61.3843396272743,248.360347134997,339.49754363542,0.953,24.7814481449429,64.411689010781,260.608968662117,356.240864255425
"YPL080C","NC_001148.4","406172","406498","-",327,2,2,10,13,2.77843765672125,2.45537358509097,15.8191303907642,14.4230982590211,1.673,1.66075173743051,1.46764709210459,9.45554715526848,8.62109878004847
"YPL079W","NC_001148.4;NC_001148.4","406636;407068","406646;407539","+;+",483,143,329,609,914,198.658292455569,403.908954747465,963.385040797537,1014.05475451887,6.587,30.15914565896,61.3191065352155,146.25550945765,153.947890468934
"YPL078C","NC_001148.4","408010","408744","-",735,362,374,244,285,502.897215866546,459.154860412012,385.986781534646,316.198692601616,2.534,198.459832622946,181.197656042625,152.323118206253,124.78243591224
"YPL077C","NC_001148.4","409368","410090","-",723,17,7,11,18,23.6167200821306,8.5938075478184,17.4010434298406,19.97044374326,1.403,16.8330150264652,6.12530830208011,12.4027394368073,14.2341010286956
"YPL076W","NC_001148.4","410443","411285","+",843,13,15,12,19,18.0598447686881,18.4153018881823,18.982956468917,21.0799128401078,5.603,3.22324554143996,3.28668604108197,3.38799865588381,3.76225465645328
"YPL075W","NC_001148.4;NC_001148.4","412254;413013","412261;415362","+;+",2358,105,106,54,116,145.867976977866,130.134800009821,85.4233041101265,128.698415234342,1.094,133.334531058378,118.953199277716,78.0834589672088,117.640233303786
"YPL074W","NC_001148.4","415763","418027","+",2265,83,57,61,88,115.305162753932,69.9781471750927,96.4966953836614,97.6332805226043,0.326,353.696818263595,214.656893175131,296.002133078716,299.488590560136
"YPL072W","NC_001148.4","418512","420011","+",1500,21,23,9,12,29.1735953955731,28.2367962285462,14.2372173516877,13.3136291621733,0.903,32.3074146130378,31.2699847492206,15.7665751402965,14.7437753733924
"YPL071C","NC_001148.4","420048","420518","-",471,6,7,4,12,8.33531297016375,8.5938075478184,6.32765215630566,13.3136291621733,0.734,11.3560122209315,11.7081846700523,8.62077950450363,18.13845934901
"YPL070W","NC_001148.4","420948","422786","+",1839,68,60,55,67,94.4668803285225,73.6612075527291,87.0052171492029,74.334429488801,0.722,130.840554471638,102.023833175525,120.505840926874,102.956273530195
"YPL069C","NC_001148.4","422885","423892","-",1008,12,14,11,23,16.6706259403275,17.1876150956368,17.4010434298406,25.5177892274989,0.842,19.7988431595338,20.4128445316352,20.6663223632311,30.3061629780271
"YPL068C","NC_001148.4","424215","425096","-",882,7,2,4,9,9.72453179852437,2.45537358509097,6.32765215630566,9.98522187162999,3.108,3.12887123504645,0.790017241020261,2.03592411721546,3.2127483499453
"YPL067C","NC_001148.4","425251","425847","-",597,22,15,16,16,30.5628142239337,18.4153018881823,25.3106086252227,17.7515055495644,2.264,13.4994762473206,8.13396726509818,11.1795974493033,7.84077100245778
"YPL066W","NC_001148.4","426233","427672","+",1440,44,36,33,65,61.1256284478675,44.1967245316375,52.2031302895217,72.1154912951055,1.499,40.7776040346014,29.4841391138342,34.8253037288337,48.109066908009
"YPL065W","NC_001148.4","427927","428655","+",729,31,20,10,22,43.0657836791794,24.5537358509097,15.8191303907642,24.4083201306511,0.47,91.6293269769774,52.2419911721483,33.6577242356684,51.9325960226619
"YPL064C","NC_001148.4","428711","429616","-",906,37,38,37,32,51.4010966493431,46.6520981167285,58.5307824458274,35.5030110991288,1.838,27.9657761965958,25.3819902702549,31.8448217877189,19.3161105000701
"YPL063W","NC_001148.4","429939","431369","+",1431,125,160,152,178,173.652353545078,196.429886807278,240.450781939615,197.485499238904,1.007,172.44523688687,195.064435756979,238.779326653044,196.112710267035
"YPL062W","NC_001148.4","431895","432299","+",405,1,0,0,2,1.38921882836062,0,0,2.21893819369555,0.881,1.57686586647063,0,0,2.51865856265102
"YPL061W","NC_001148.4","432588","434090","+",1503,1493,1400,1286,1261,2074.10371074241,1718.76150956368,2034.34016825227,1399.04053112505,0.596,3480.03978312485,2883.82803618067,3413.32242995347,2347.38344148498
"YPL060W","NC_001148.4","434523","435764","+",1242,24,29,23,30,33.341251880655,35.6029169838191,36.3839998987576,33.2840729054333,1.439,23.1697372346456,24.7414294536616,25.2842250860025,23.1300020190641
"YNCP0007C","NC_001148.4","435893","435964","-",72,0,0,0,0,0,0,0,0,0.728,0,0,0,0
"YPL060C-A","NC_001148.4","437333","442742","-",5410,8,5,8,11,11.113750626885,6.13843396272743,12.6553043126113,12.2041600653255,0.905,12.2803874330221,6.78279995881484,13.9837616713937,13.4852597406912
"YPL059W","NC_001148.4","444579","445031","+",453,73,67,40,68,101.412974470326,82.2550151005475,63.2765215630566,75.4438985856488,1.43,70.9181639652627,57.5209895808025,44.2493157783613,52.7579710389152
"YPL058C","NC_001148.4","445842","450377","-",4536,48,28,39,46,66.68250376131,34.3752301912736,61.6946085239802,51.0355784549977,0.404,165.05570237948,85.0872034437465,152.709427039555,126.325689245044
"YPL057C","NC_001148.4","451909","453057","-",1149,169,145,168,195,234.777981992946,178.014584919095,265.761390564838,216.346473885316,1.502,156.310241007287,118.518365458785,176.938342586443,144.038930682634
"YPL056C","NC_001148.4","453430","453735","-",306,23,19,13,17,31.9520330522944,23.3260490583642,20.5648695079934,18.8609746464122,1.241,25.7470048769495,18.7961716828076,16.5712083061994,15.1982068061339
"YPL055C","NC_001148.4","453992","454990","-",999,58,47,48,59,80.5746920449162,57.7012792496378,75.931825875668,65.4586767140188,0.071,1134.85481753403,812.694073938561,1069.46233627701,921.953193155195
"YPL054W","NC_001148.4","455759","456664","+",906,73,39,24,14,101.412974470326,47.8797849092739,37.965912937834,15.5325673558689,5.409,18.7489322370726,8.85187371219707,7.01902624104899,2.87161533663688
"YPL053C","NC_001148.4","457118","458458","-",1341,103,102,91,119,143.089539321144,125.22405283964,143.954086555954,132.026822524885,0.452,316.569777259169,277.044364689468,318.482492380429,292.094740099304
"YPL052W","NC_001148.4","458799","459678","+",880,17,9,16,20,23.6167200821306,11.0491811329094,25.3106086252227,22.1893819369555,4.535,5.20765602693068,2.43642362357428,5.58117058990577,4.89291773692514
