# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/ibab/Desktop/DIBYENDU/s3/RA/rnaseq/GCF_000146045.2_R64_genomic_copy.gtf" "-o" "gene_counts.txt" "conA_rep1_sorted.bam" "conA_rep2_sorted.bam" "conB_rep1_sorted.bam" "conB_rep2_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	conA_rep1_sorted.bam	conA_rep2_sorted.bam	conB_rep1_sorted.bam	conB_rep2_sorted.bam
YNL270C	NC_001146.8	135940	137661	-	1722	6	1	1	2
YNL269W	NC_001146.8	137699	138094	+	396	2	0	0	0
YNL268W	NC_001146.8	138550	140385	+	1836	166	210	151	240
YNL267W	NC_001146.8	140878	144078	+	3201	112	130	97	141
YNL265C	NC_001146.8;NC_001146.8	144280;145255	145149;145281	-;-	897	51	41	35	42
YNL264C	NC_001146.8	145563	146615	-	1053	37	35	27	31
YNL263C	NC_001146.8	146896	147840	-	945	68	77	45	69
YNL262W	NC_001146.8	148212	154880	+	6669	99	69	82	128
YNL261W	NC_001146.8	155100	156539	+	1440	47	25	25	35
YNL260C	NC_001146.8	156859	157347	-	489	15	9	16	11
YNL259C	NC_001146.8	157644	157865	-	222	18	25	15	22
YNL258C	NC_001146.8	158109	160373	-	2265	103	74	60	82
YNL257C	NC_001146.8	160631	164320	-	3690	100	105	74	94
YNL256W	NC_001146.8	164623	167097	+	2475	50	44	58	106
YNL255C	NC_001146.8	167329	167790	-	462	137	223	233	371
YNL254C	NC_001146.8	168043	169248	-	1206	14	9	8	19
YNL253W	NC_001146.8	170018	171286	+	1269	30	33	18	34
YNL252C	NC_001146.8	171441	172286	-	846	41	44	34	48
YNL251C	NC_001146.8	172588	174315	-	1728	129	92	121	159
YNL250W	NC_001146.8	175410	179348	+	3939	54	41	35	44
YNL249C	NC_001146.8	179394	181022	-	1629	18	10	10	14
YNL248C	NC_001146.8	181361	182608	-	1248	20	47	74	106
YNL247W	NC_001146.8	182875	185178	+	2304	93	200	149	267
YNL246W	NC_001146.8;NC_001146.8	185460;185587	185491;186349	+;+	795	44	46	27	47
YNL245C	NC_001146.8	186346	186885	-	540	24	17	24	27
YNL244C	NC_001146.8	187170	187496	-	327	69	108	90	119
YNL243W	NC_001146.8	188051	190957	+	2907	234	277	194	244
YNL242W	NC_001146.8	191324	196102	+	4779	100	89	46	56
YNL241C	NC_001146.8	196426	197943	-	1518	693	613	268	351
YNL240C	NC_001146.8	198502	199977	-	1476	51	50	30	51
YNL239W	NC_001146.8	200569	201933	+	1365	179	265	77	91
YNL238W	NC_001146.8	202428	204872	+	2445	60	53	78	95
YNL237W	NC_001146.8	205188	206567	+	1380	77	39	22	35
YNL236W	NC_001146.8	206930	209854	+	2925	51	56	69	77
YNL234W	NC_001146.8	210233	211513	+	1281	19	11	19	14
YNL233W	NC_001146.8	211922	214600	+	2679	40	46	53	87
YNL232W	NC_001146.8	214923	215801	+	879	40	33	27	73
YNL231C	NC_001146.8	215987	217042	-	1056	36	65	72	102
YNL230C	NC_001146.8	217523	218662	-	1140	17	7	8	18
YNL229C	NC_001146.8	219137	220201	-	1065	73	87	61	98
YNL227C	NC_001146.8	220659	222431	-	1773	36	35	41	62
YNL225C	NC_001146.8	222724	224469	-	1746	45	33	28	47
YNL224C	NC_001146.8	224796	227099	-	2304	42	45	42	49
YNL223W	NC_001146.8	227370	228854	+	1485	62	43	22	33
YNL222W	NC_001146.8	229094	229714	+	621	14	23	15	29
YNCN0005C	NC_001146.8	230105	230672	-	568	3	3	2	2
YNL221C	NC_001146.8	231068	233695	-	2628	49	49	60	93
YNL220W	NC_001146.8	234413	235714	+	1302	245	594	365	492
YNL219C	NC_001146.8	235996	237663	-	1668	81	101	78	79
YNL218W	NC_001146.8	238238	240001	+	1764	17	19	11	12
YNL217W	NC_001146.8	240331	241311	+	981	34	49	22	25
YNL216W	NC_001146.8	241689	244172	+	2484	78	51	58	98
YNL215W	NC_001146.8	244468	245430	+	963	90	102	73	103
YNL214W	NC_001146.8	245617	246216	+	600	17	15	15	12
YNL213C	NC_001146.8	246460	247104	-	645	16	18	15	18
YNL212W	NC_001146.8	247461	249809	+	2349	137	110	66	104
YNL211C	NC_001146.8	250055	250315	-	261	8	7	2	6
YNL210W	NC_001146.8	250931	251743	+	813	2	1	6	5
YNL209W	NC_001146.8	252059	253900	+	1842	639	1345	1830	2831
YNL208W	NC_001146.8	254418	255017	+	600	555	427	218	276
YNL207W	NC_001146.8	255353	256630	+	1278	41	17	34	55
YNL206C	NC_001146.8	256788	258155	-	1368	36	32	29	63
YNL204C	NC_001146.8	258375	259277	-	903	10	5	10	6
YNL202W	NC_001146.8	259578	260456	+	879	17	12	7	14
YNL201C	NC_001146.8	260627	263203	-	2577	44	41	41	66
YNL200C	NC_001146.8	263713	264453	-	741	163	137	39	50
YNL199C	NC_001146.8	264926	266530	-	1605	64	54	54	62
YNL197C	NC_001146.8	267608	269593	-	1986	85	50	59	77
YNL196C	NC_001146.8	270275	271171	-	897	2	3	6	5
YNL195C	NC_001146.8	271523	272308	-	786	128	42	22	27
YNL194C	NC_001146.8	272710	273615	-	906	176	71	53	54
YNL193W	NC_001146.8	274368	276044	+	1677	53	33	33	55
YNL192W	NC_001146.8	276502	279897	+	3396	138	243	248	330
YNL191W	NC_001146.8	280432	281505	+	1074	22	7	16	17
YNL190W	NC_001146.8	282395	283009	+	615	148	127	134	178
YNL189W	NC_001146.8	284260	285888	+	1629	191	201	187	231
YNL188W	NC_001146.8	286308	287609	+	1302	18	23	25	21
YNL187W	NC_001146.8	287994	289067	+	1074	19	3	14	29
YNL186W	NC_001146.8	289498	291876	+	2379	74	52	65	108
YNL185C	NC_001146.8	292193	292669	-	477	26	26	17	17
YNL184C	NC_001146.8	292557	292883	-	327	0	0	0	0
YNL183C	NC_001146.8	293137	295509	-	2373	96	123	64	70
YNL182C	NC_001146.8	295960	297627	-	1668	8	12	22	57
YNL181W	NC_001146.8	298335	299558	+	1224	62	62	39	66
YNL180C	NC_001146.8	299654	300649	-	996	96	116	74	109
YNL178W	NC_001146.8	302680	303402	+	723	532	1193	1883	2819
YNL177C	NC_001146.8	303686	304615	-	930	70	97	46	79
YNL176C	NC_001146.8	305070	306980	-	1911	111	87	76	104
YNL175C	NC_001146.8	307401	308612	-	1212	29	37	73	144
YNL173C	NC_001146.8	308957	310057	-	1101	326	329	175	196
YNL172W	NC_001146.8	310636	315882	+	5247	57	41	29	41
YNL169C	NC_001146.8	316169	317671	-	1503	167	140	109	142
YNL168C	NC_001146.8	318030	318809	-	780	80	46	22	41
YNL167C	NC_001146.8	319416	321359	-	1944	82	93	49	81
YNL166C	NC_001146.8	322219	323565	-	1347	61	43	46	69
YNL165W	NC_001146.8	323832	325052	+	1221	39	25	16	26
YNL164C	NC_001146.8	325265	326320	-	1056	21	5	11	27
YNL163C	NC_001146.8	326741	330073	-	3333	87	58	73	110
YNL162W-A	NC_001146.8	330329	330547	+	219	3	0	1	3
YNL162W	NC_001146.8;NC_001146.8	331322;331838	331325;332154	+;+	321	182	324	556	826
YNL161W	NC_001146.8	332597	334867	+	2271	94	86	85	133
YNL160W	NC_001146.8	336545	337609	+	1065	563	347	89	102
YNL159C	NC_001146.8	338478	339347	-	870	52	43	32	37
YNL158W	NC_001146.8	339612	340208	+	597	26	21	20	11
YNL157W	NC_001146.8	340352	340858	+	507	118	104	65	96
YNL156C	NC_001146.8	341069	341968	-	900	219	178	156	195
YNL155W	NC_001146.8	342516	343340	+	825	137	121	91	139
YNL154C	NC_001146.8	343636	345276	-	1641	163	195	183	251
YNL153C	NC_001146.8	345669	346058	-	390	29	37	49	63
YNL152W	NC_001146.8	346313	347542	+	1230	33	39	29	39
YNL151C	NC_001146.8	347766	348521	-	756	15	17	28	46
YNL149C	NC_001146.8	349367	349756	-	390	76	86	75	111
YNL148C	NC_001146.8	349907	350671	-	765	15	15	22	19
YNL147W	NC_001146.8;NC_001146.8	350940;351054	350957;351383	+;+	348	21	29	18	29
YNL146C-A	NC_001146.8	351386	351580	-	195	1	0	2	1
YNL146W	NC_001146.8	351715	352017	+	303	4	3	6	5
YNL145W	NC_001146.8	352414	352530	+	117	30	45	75	84
YNL144C	NC_001146.8	352820	355042	-	2223	190	154	139	124
YNL143C	NC_001146.8	356794	357186	-	393	1	1	1	2
YNL142W	NC_001146.8	357453	358952	+	1500	447	61	23	24
YNL141W	NC_001146.8	359596	360639	+	1044	16	15	28	51
YNL140C	NC_001146.8	360917	361486	-	570	0	1	1	0
YNL139C	NC_001146.8	360924	365717	-	4794	80	64	72	90
YNL138W-A	NC_001146.8;NC_001146.8	366033;366158	366035;366412	+;+	258	5	6	18	14
YNL138W	NC_001146.8	366741	368321	+	1581	296	273	158	187
YNL137C	NC_001146.8	368595	370055	-	1461	96	105	75	86
YNL136W	NC_001146.8	370368	371645	+	1278	69	74	61	104
YNL135C	NC_001146.8	371882	372226	-	345	226	329	246	330
YNL134C	NC_001146.8	372451	373581	-	1131	183	137	49	66
YNL133C	NC_001146.8	374171	374692	-	522	28	16	13	20
YNCN0006W	NC_001146.8;NC_001146.8	374869;374924	374905;374959	+;+	73	0	0	0	0
YNL132W	NC_001146.8	375321	378491	+	3171	25	36	75	132
YNL131W	NC_001146.8	378767	379225	+	459	129	137	66	97
YNL130C	NC_001146.8;NC_001146.8	379558;380782	380689;380831	-;-	1182	124	81	90	163
YNL130C-A	NC_001146.8	381245	381391	-	147	2	1	0	0
YNL129W	NC_001146.8	381480	382202	+	723	10	33	17	23
YNL128W	NC_001146.8	382359	383663	+	1305	6	3	3	6
YNL127W	NC_001146.8	383987	386848	+	2862	87	78	64	75
YNL126W	NC_001146.8	387227	389767	+	2541	37	15	16	35
YNL125C	NC_001146.8	390146	392167	-	2022	97	49	56	83
YNL124W	NC_001146.8	392892	394370	+	1479	13	21	14	49
YNL123W	NC_001146.8	394685	397678	+	2994	76	80	63	126
YNL122C	NC_001146.8	398023	398370	-	348	16	22	14	14
YNL121C	NC_001146.8	398684	400537	-	1854	180	193	119	200
YNL119W	NC_001146.8	401040	402521	+	1482	11	8	17	40
YNL118C	NC_001146.8	402652	405564	-	2913	185	163	136	189
YNL117W	NC_001146.8	406358	408022	+	1665	38	10	3	8
YNL116W	NC_001146.8	408341	409909	+	1569	57	36	25	40
YNL115C	NC_001146.8	410119	412053	-	1935	180	138	63	77
YNL113W	NC_001146.8	412771	413199	+	429	13	19	27	45
YNL112W	NC_001146.8;NC_001146.8	413639;415914	414911;416281	+;+	1641	10	33	65	136
YNL111C	NC_001146.8	416940	417302	-	363	37	47	83	83
YNL110C	NC_001146.8	417826	418488	-	663	23	26	41	98
YNL108C	NC_001146.8	419014	419826	-	813	15	26	19	34
YNL107W	NC_001146.8	420098	420778	+	681	17	19	19	28
YNL106C	NC_001146.8	420944	424495	-	3552	34	40	44	48
YNL104C	NC_001146.8	424895	426754	-	1860	428	1340	412	592
YNL103W	NC_001146.8	427735	429753	+	2019	62	58	42	67
YNL102W	NC_001146.8	430087	434493	+	4407	55	47	61	70
YNL101W	NC_001146.8	434999	437140	+	2142	121	99	54	117
YNL100W	NC_001146.8	437613	438317	+	705	119	108	91	95
YNL099C	NC_001146.8	438567	439283	-	717	41	41	34	44
YNL098C	NC_001146.8	439602	440570	-	969	321	375	258	308
YNL097C-B	NC_001146.8	440797	440919	-	123	1	0	1	1
YNL097C	NC_001146.8	441366	442358	-	993	43	47	27	47
YNCN0007W	NC_001146.8;NC_001146.8	443006;443076	443043;443119	+;+	82	1	0	0	0
YNL096C	NC_001146.8;NC_001146.8	443398;444172	443826;444315	-;-	573	137	238	414	632
YNL095C	NC_001146.8	444912	446840	-	1929	17	6	20	35
YNL094W	NC_001146.8	447611	449374	+	1764	89	85	37	58
YNL093W	NC_001146.8	449868	450530	+	663	18	10	8	6
YNL092W	NC_001146.8	450871	452073	+	1203	21	30	14	14
YNL091W	NC_001146.8	452408	456130	+	3723	251	242	196	266
YNL090W	NC_001146.8	456565	457143	+	579	35	38	38	43
YNL088W	NC_001146.8	457704	461990	+	4287	128	115	102	155
YNL087W	NC_001146.8	462411	465947	+	3537	205	150	156	221
YNL086W	NC_001146.8	466334	466642	+	309	18	14	7	15
YNL085W	NC_001146.8	467131	469623	+	2493	152	147	121	184
YNL084C	NC_001146.8	470053	471102	-	1050	121	141	86	139
YNL083W	NC_001146.8	471377	472861	+	1485	62	37	29	49
YNL082W	NC_001146.8	473391	476012	+	2622	31	22	17	29
YNL081C	NC_001146.8	476188	476619	-	432	67	65	34	31
YNL080C	NC_001146.8	476932	478032	-	1101	47	38	44	78
YNL079C	NC_001146.8	478566	479165	-	600	388	497	327	491
YNL078W	NC_001146.8	479768	480991	+	1224	40	40	34	48
YNL077W	NC_001146.8	481391	482977	+	1587	99	51	51	123
YNL076W	NC_001146.8	483556	485310	+	1755	58	56	55	75
YNL075W	NC_001146.8	485607	486479	+	873	43	17	45	85
YNL074C	NC_001146.8	486766	488124	-	1359	86	64	69	87
YNL073W	NC_001146.8	488386	490116	+	1731	105	82	50	67
YNL072W	NC_001146.8	490317	491240	+	924	14	15	12	24
YNL071W	NC_001146.8	491523	492971	+	1449	580	541	359	444
YNL070W	NC_001146.8	493366	493548	+	183	27	38	19	31
YNL069C	NC_001146.8;NC_001146.8	493956;494974	494524;495001	-;-	597	327	656	1233	1793
YNL068C	NC_001146.8	495701	498289	-	2589	46	35	35	57
YNL067W-B	NC_001146.8	499417	499557	+	141	0	0	0	0
YNL067W	NC_001146.8	499681	500256	+	576	106	298	244	418
YNL066W	NC_001146.8	501515	502777	+	1263	103	117	97	123
YNL065W	NC_001146.8	503724	505484	+	1761	12	10	10	22
YNL064C	NC_001146.8	505868	507097	-	1230	385	402	307	508
YNL063W	NC_001146.8	507758	508702	+	945	35	31	20	42
YNL062C	NC_001146.8	508776	510212	-	1437	23	13	36	63
YNL061W	NC_001146.8	510540	512396	+	1857	48	85	134	202
YNL059C	NC_001146.8	512668	514935	-	2268	103	125	88	139
YNL058C	NC_001146.8	515763	516713	-	951	45	51	29	59
YNL056W	NC_001146.8	517249	517842	+	594	53	42	33	54
YNL055C	NC_001146.8	517994	518845	-	852	1225	1333	721	929
YNCN0008C	NC_001146.8	519099	519169	-	71	0	0	0	0
YNL054W-B	NC_001146.8	519456	524706	+	5251	107	273	117	179
YNL054W-A	NC_001146.8	519456	520778	+	1323	0	0	0	0
YNL054W	NC_001146.8	526086	529583	+	3498	79	48	48	62
YNL053W	NC_001146.8	529942	531411	+	1470	41	10	25	31
YNL052W	NC_001146.8	531725	532186	+	462	329	321	229	312
YNL051W	NC_001146.8	532659	533870	+	1212	39	30	28	30
YNL050C	NC_001146.8;NC_001146.8	534079;534966	534874;534982	-;-	813	27	14	28	42
YNL049C	NC_001146.8	535281	537911	-	2631	59	91	57	87
YNL048W	NC_001146.8	538173	539819	+	1647	86	43	51	101
YNL047C	NC_001146.8	539911	541881	-	1971	40	32	30	46
YNL046W	NC_001146.8	542304	542822	+	519	38	25	30	27
YNL045W	NC_001146.8	542963	544978	+	2016	155	151	106	128
YNL044W	NC_001146.8;NC_001146.8	545268;545371	545291;545877	+;+	531	85	82	65	99
YNCN0009W	NC_001146.8;NC_001146.8	547094;547161	547129;547196	+;+	72	0	0	0	0
YNL042W-B	NC_001146.8	547113	547370	+	258	2	0	2	0
YNL042W	NC_001146.8	548100	549290	+	1191	31	23	18	38
YNL041C	NC_001146.8	549468	551987	-	2520	47	80	55	88
YNL040W	NC_001146.8	553380	554750	+	1371	63	81	53	55
YNL039W	NC_001146.8	555048	556832	+	1785	100	72	67	113
YNL038W	NC_001146.8;NC_001146.8	557020;557685	557610;557783	+;+	690	32	19	17	26
YNL037C	NC_001146.8	557920	559002	-	1083	508	289	178	262
YNL036W	NC_001146.8	559814	560479	+	666	60	122	117	82
YNCN0010C	NC_001146.8	560693	560765	-	73	0	0	1	0
YNCN0011W	NC_001146.8;NC_001146.8	568115;568182	568150;568217	+;+	72	0	0	0	0
YNL035C	NC_001146.8	568522	569691	-	1170	21	25	30	41
YNCN0012C	NC_001146.8	569867	569940	-	74	0	0	0	0
YNL034W	NC_001146.8	570477	572315	+	1839	5	2	3	5
YNL033W	NC_001146.8	572999	573853	+	855	13	6	2	7
YNL032W	NC_001146.8	574506	575351	+	846	39	39	37	73
YNL031C	NC_001146.8	575640	576050	-	411	498	447	349	466
YNL030W	NC_001146.8	576727	577038	+	312	361	345	259	413
YNL029C	NC_001146.8	577205	578773	-	1569	18	15	26	41
YNL027W	NC_001146.8	579580	581616	+	2037	76	72	47	73
YNL026W	NC_001146.8	581920	583374	+	1455	60	70	47	45
YNL025C	NC_001146.8	584320	585291	-	972	40	22	26	35
YNCN0013W	NC_001146.8	585587	585926	+	340	1	0	5	6
YNCN0014W	NC_001146.8	586090	586175	+	86	2	0	0	3
YNL024C-A	NC_001146.8	586602	586820	-	219	24	25	20	23
YNL024C	NC_001146.8	587107	587847	-	741	4	3	2	6
YNL023C	NC_001146.8	588263	591160	-	2898	44	42	46	75
YNL022C	NC_001146.8	591427	592899	-	1473	29	23	24	51
YNL021W	NC_001146.8	593227	595347	+	2121	57	33	46	73
YNL020C	NC_001146.8	595623	597539	-	1917	47	50	48	56
YNL019C	NC_001146.8	598376	599230	-	855	12	7	3	7
YNL018C	NC_001146.8	599936	601774	-	1839	5	1	2	3
YNCN0015W	NC_001146.8	602312	602385	+	74	0	1	0	0
YNL016W	NC_001146.8	602907	604268	+	1362	260	272	227	342
YNL015W	NC_001146.8	605384	605611	+	228	227	231	54	63
YNL014W	NC_001146.8	606319	609453	+	3135	82	30	18	21
YNL012W	NC_001146.8;NC_001146.8	609686;609875	609790;611665	+;+	1896	43	14	14	23
YNL011C	NC_001146.8	611836	613170	-	1335	48	46	36	45
YNL010W	NC_001146.8	613635	614360	+	726	80	122	88	140
YNL009W	NC_001146.8	614821	616083	+	1263	16	9	8	6
YNL008C	NC_001146.8	616211	618241	-	2031	83	51	39	75
YNL007C	NC_001146.8	618507	619565	-	1059	608	650	392	602
YNL006W	NC_001146.8	620067	620978	+	912	50	48	35	57
YNL005C	NC_001146.8	621313	622428	-	1116	128	106	72	71
YNL004W	NC_001146.8;NC_001146.8	622915;623287	622944;624621	+;+	1365	120	156	103	170
YNL003C	NC_001146.8	624975	625829	-	855	53	41	37	47
YNL002C	NC_001146.8	626174	627142	-	969	48	41	82	137
YNL001W	NC_001146.8	627456	628616	+	1161	32	23	26	45
YNR001C	NC_001146.8	629622	631061	-	1440	1560	1184	623	865
YNCN0016C	NC_001146.8	631846	631917	-	72	0	0	0	0
YNCN0017W	NC_001146.8	632599	632672	+	74	0	0	0	0
YNR002C	NC_001146.8	633008	633856	-	849	79	49	35	36
YNR003C	NC_001146.8	634344	635297	-	954	22	24	19	45
YNR004W	NC_001146.8	635943	636383	+	441	10	6	9	14
YNR006W	NC_001146.8	636986	638854	+	1869	98	92	78	89
YNR007C	NC_001146.8	639182	640114	-	933	91	72	48	63
YNR008W	NC_001146.8	640396	642381	+	1986	67	67	63	98
YNR009W	NC_001146.8	642690	643439	+	750	15	10	14	15
YNR010W	NC_001146.8	643744	644193	+	450	9	9	10	10
YNR011C	NC_001146.8	644320	646950	-	2631	41	40	42	44
YNR012W	NC_001146.8	647432	648937	+	1506	20	9	15	50
YNR013C	NC_001146.8	649028	651712	-	2685	92	95	115	169
YNR014W	NC_001146.8	652465	653103	+	639	125	80	105	96
YNR015W	NC_001146.8	653387	654541	+	1155	37	21	55	104
YNR016C	NC_001146.8	654673	661374	-	6702	869	664	509	731
YNR017W	NC_001146.8	662913	663581	+	669	83	74	88	116
YNR018W	NC_001146.8	664270	664944	+	675	98	71	80	128
YNR019W	NC_001146.8	665339	667267	+	1929	259	233	183	284
YNR020C	NC_001146.8	667410	668222	-	813	18	16	13	17
YNR021W	NC_001146.8	668377	669591	+	1215	118	158	132	209
YNR022C	NC_001146.8	669774	670193	-	420	43	46	16	24
YNR023W	NC_001146.8	670418	672118	+	1701	41	32	30	58
YNR024W	NC_001146.8	672409	672969	+	561	13	16	20	31
YNR026C	NC_001146.8	673274	674689	-	1416	44	39	48	61
YNR027W	NC_001146.8	674923	675876	+	954	35	28	40	46
YNR028W	NC_001146.8	676177	677103	+	927	43	47	52	52
YNR029C	NC_001146.8	677199	678488	-	1290	29	42	28	53
YNR030W	NC_001146.8	678799	680454	+	1656	50	60	48	53
YNR031C	NC_001146.8	680694	685433	-	4740	78	84	69	95
YNR032W	NC_001146.8	686010	687116	+	1107	36	56	29	45
YNR032C-A	NC_001146.8	687243	687464	-	222	16	23	18	22
YNR033W	NC_001146.8	687635	689998	+	2364	182	126	68	77
YNR034W	NC_001146.8	690321	691286	+	966	39	44	21	29
YNR034W-A	NC_001146.8	692561	692857	+	297	416	343	99	94
YNR035C	NC_001146.8	693019	694047	-	1029	221	213	138	178
YNR036C	NC_001146.8	694361	694822	-	462	130	126	63	97
YNR037C	NC_001146.8	695052	695327	-	276	21	32	12	15
YNR038W	NC_001146.8	695595	697484	+	1890	42	16	26	61
YNR039C	NC_001146.8	697614	699431	-	1818	25	24	19	38
YNR040W	NC_001146.8	699690	700460	+	771	8	11	7	12
YNR041C	NC_001146.8	700541	701659	-	1119	45	42	29	41
YNR043W	NC_001146.8	701895	703085	+	1191	178	234	221	291
YNR044W	NC_001146.8	703699	705876	+	2178	55	29	23	40
YNR045W	NC_001146.8	706139	707608	+	1470	87	67	36	49
YNR046W	NC_001146.8	707788	708195	+	408	18	23	29	39
YNR047W	NC_001146.8	708523	711204	+	2682	55	52	39	54
YNR048W	NC_001146.8	711630	712811	+	1182	21	16	15	27
YNR049C	NC_001146.8	713023	713655	-	633	21	18	29	26
YNR050C	NC_001146.8	714048	715388	-	1341	1170	496	114	210
YNCN0018W	NC_001146.8	716120	716284	+	165	1	4	5	2
YNR051C	NC_001146.8	716780	718327	-	1548	97	128	99	134
YNR052C	NC_001146.8	719346	720647	-	1302	48	74	64	65
YNR053C	NC_001146.8;NC_001146.8	721120;722303	721770;723112	-;-	1461	26	10	32	79
YNCN0019C	NC_001146.8	721938	722211	-	274	0	0	0	0
YNR054C	NC_001146.8	723356	724306	-	951	18	18	23	38
YNCN0020C	NC_001146.8	726134	726217	-	84	0	0	0	1
YNR055C	NC_001146.8	728426	730186	-	1761	135	97	89	115
YNR056C	NC_001146.8	731618	733303	-	1686	26	11	16	13
YNR057C	NC_001146.8	733356	734069	-	714	17	3	7	7
YNR058W	NC_001146.8	734291	735733	+	1443	19	10	4	12
YNR059W	NC_001146.8	736803	738545	+	1743	27	20	24	26
YNR060W	NC_001146.8	739951	742110	+	2160	22	18	9	18
YNR061C	NC_001146.8	742881	743540	-	660	29	22	14	30
YNR062C	NC_001146.8	744360	745343	-	984	6	6	6	13
YNR063W	NC_001146.8	746943	748766	+	1824	7	2	5	6
YNR064C	NC_001146.8	749136	750008	-	873	8	2	5	6
YNR065C	NC_001146.8	750350	753700	-	3351	28	37	29	47
YNR066C	NC_001146.8	753725	755035	-	1311	12	6	12	7
YNR067C	NC_001146.8	755746	759099	-	3354	152	134	74	92
YNR068C	NC_001146.8	760067	760885	-	819	7	12	8	4
YNR069C	NC_001146.8	761123	762592	-	1470	23	26	3	19
YNR070W	NC_001146.8	765375	769376	+	4002	0	0	0	0
YNR071C	NC_001146.8	770440	771468	-	1029	0	0	0	0
YNR072W	NC_001146.8	772657	774351	+	1695	15	2	6	2
YNR073C	NC_001146.8	774792	776300	-	1509	39	20	19	3
YNR074C	NC_001146.8	777602	778738	-	1137	0	0	0	0
YNR075W	NC_001146.8	779916	781040	+	1125	5	5	4	10
YNR075C-A	NC_001146.8	781511	781603	-	93	1	1	0	1
YNR076W	NC_001146.8	781918	782280	+	363	0	0	0	1
YNR077C	NC_001146.8	783287	783541	-	255	0	0	0	0
YOL166W-A	NC_001147.6	585	740	+	156	0	0	0	1
YOL165C	NC_001147.6	1647	2078	-	432	3	0	0	1
YOL164W-A	NC_001147.6	4130	4312	+	183	3	2	1	6
YOL164W	NC_001147.6	6175	8115	+	1941	181	22	24	28
YOL163W	NC_001147.6	9597	10106	+	510	21	2	4	2
YOL162W	NC_001147.6	10119	10766	+	648	10	2	1	1
YOL161C	NC_001147.6	11549	11911	-	363	0	0	1	0
YOL160W	NC_001147.6	14313	14654	+	342	3	0	0	1
YOL159C-A	NC_001147.6	15233	15505	-	273	5	6	6	1
YOL159C	NC_001147.6	17281	17796	-	516	22	13	14	10
YOL158C	NC_001147.6	19491	21311	-	1821	103	183	105	140
YOL157C	NC_001147.6	22525	24294	-	1770	17	11	5	2
YOL156W	NC_001147.6	25273	26976	+	1704	10	11	11	10
YOL155W-A	NC_001147.6	27084	27218	+	135	1	3	1	1
YOL155C	NC_001147.6	28703	31606	-	2904	2550	509	297	284
YOL154W	NC_001147.6	34658	35407	+	750	14	5	8	10
YOL152W	NC_001147.6	40748	42610	+	1863	9	7	3	7
YOL151W	NC_001147.6	43694	44722	+	1029	84	26	17	11
YOL149W	NC_001147.6	44938	45633	+	696	34	24	27	36
YOL148C	NC_001147.6	45760	47574	-	1815	52	51	39	52
YOL147C	NC_001147.6	47933	48643	-	711	67	30	25	24
YOL146W	NC_001147.6	48864	49448	+	585	17	13	5	12
YOL145C	NC_001147.6	49555	52788	-	3234	112	156	118	172
YOL144W	NC_001147.6	53098	54552	+	1455	17	7	19	36
YOL143C	NC_001147.6	54595	55104	-	510	81	104	53	81
YOL142W	NC_001147.6	55558	56280	+	723	25	15	24	36
YOL141W	NC_001147.6	56452	58539	+	2088	7	4	2	10
YOL140W	NC_001147.6	58759	60030	+	1272	47	103	27	42
YOL139C	NC_001147.6	60383	61024	-	642	110	239	199	298
YOL138C	NC_001147.6	61325	65350	-	4026	65	44	30	59
YOL137W	NC_001147.6	65621	67114	+	1494	20	19	19	32
YOL136C	NC_001147.6	67561	68754	-	1194	56	70	53	92
YOL135C	NC_001147.6	69376	70044	-	669	12	16	22	33
YOL133W	NC_001147.6	70325	70690	+	366	42	23	27	45
YOL132W	NC_001147.6	71300	72715	+	1416	5	2	1	4
YOL131W	NC_001147.6	73031	73357	+	327	0	0	0	0
YOL130W	NC_001147.6	74400	76979	+	2580	92	76	69	125
YOL129W	NC_001147.6	77560	78114	+	555	106	133	63	74
YOL128C	NC_001147.6	78352	79479	-	1128	9	4	6	9
YOL127W	NC_001147.6;NC_001147.6	80348;80775	80360;81190	+;+	429	339	781	1083	1736
YOL126C	NC_001147.6	81787	82920	-	1134	163	125	60	73
YOL125W	NC_001147.6	83834	85264	+	1431	21	13	21	55
YOL124C	NC_001147.6	85456	86757	-	1302	7	11	18	55
YOL123W	NC_001147.6	87844	89448	+	1605	168	145	186	276
YOL122C	NC_001147.6	89692	91419	-	1728	66	75	66	80
YOL121C	NC_001147.6;NC_001147.6	92026;92831	92440;92850	-;-	435	111	268	452	689
YOL120C	NC_001147.6;NC_001147.6	93395;94291	93843;94402	-;-	561	385	800	1305	1971
YOL119C	NC_001147.6	94856	96361	-	1506	112	137	97	122
YOL118C	NC_001147.6	96608	96916	-	309	18	10	16	11
YOL117W	NC_001147.6	97551	99488	+	1938	55	29	40	41
YOL116W	NC_001147.6	99809	100957	+	1149	64	46	33	54
YOL115W	NC_001147.6	101475	103229	+	1755	40	35	51	64
YOL114C	NC_001147.6	103317	103925	-	609	9	8	3	2
YOL113W	NC_001147.6	104326	106293	+	1968	118	60	97	97
YOL112W	NC_001147.6	106710	108188	+	1479	54	27	30	37
YOL111C	NC_001147.6	108258	108896	-	639	78	63	55	66
YOL110W	NC_001147.6	109176	109889	+	714	35	35	21	39
YOL109W	NC_001147.6	110297	110638	+	342	911	943	833	1133
YNCO0001C	NC_001147.6	110962	111033	-	72	0	0	0	0
